6.000000000000000000e+00,2.483223764969038905e-01,1.943942167699229273e+01,2.199601371611172862e+00,2.246252696060026199e+00,2.251629167387822594e+00,6.292132399091767692e-01,0.000000000000000000e+00
1.100000000000000000e+01,3.144896000864970120e-01,5.681209928996619851e+01,9.898625988086775518e-01,1.300415350047613217e+00,3.095795255000934443e+00,4.068810339756658845e-01,0.000000000000000000e+00
6.000000000000000000e+00,1.337675001741309988e-01,2.045322978786657586e+00,2.532028561586125104e+00,2.426222774545192973e+00,2.251629167387823038e+00,6.785582084651469170e-01,0.000000000000000000e+00
1.900000000000000000e+01,9.520470258237280492e-02,5.618852058547725647e+01,1.201823232436663114e+00,1.593628603198694371e+00,3.471354487013930346e+00,4.218272415291963728e-01,0.000000000000000000e+00
1.300000000000000000e+01,3.144896000864970120e-01,6.181126564935669876e+01,8.183436943681263731e-01,9.984712169232278223e-01,3.546593564294938439e+00,3.438439190755600006e-01,0.000000000000000000e+00
9.000000000000000000e+00,3.144896000864970120e-01,5.176456899527195787e+01,1.227784553676589896e+00,1.371973013430381805e+00,3.169925001442312151e+00,4.349944049506270782e-01,0.000000000000000000e+00
1.600000000000000000e+01,3.144896000864970120e-01,8.582365780181379478e+01,7.904448637791864352e-01,1.161751600497373360e+00,3.375000000000000000e+00,3.689786941552177790e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.779508911878349892e-02,2.788875115775416802e+00,3.346187368902383774e+00,3.251072779366008803e+00,2.000000000000000000e+00,7.434536577915611399e-01,0.000000000000000000e+00
2.100000000000000000e+01,9.086580836654287729e-01,1.357425699715408385e+01,2.086760594013016501e+00,1.370055263376101395e+00,3.463280517810810366e+00,4.660321754100881786e-01,1.000000000000000000e+00
1.900000000000000000e+01,9.086580836654287729e-01,1.908802265427620171e+01,1.716099647247681270e+00,1.497722521713404698e+00,3.511085408180428580e+00,4.927304381859121118e-01,1.000000000000000000e+00
1.200000000000000000e+01,9.086580836654287729e-01,2.785329835010767141e+00,1.865749938453354462e+00,1.343102493440659684e+00,3.418295834054489113e+00,4.787901912539564986e-01,1.000000000000000000e+00
1.000000000000000000e+01,6.720756644329167750e-01,0.000000000000000000e+00,2.119494448784772000e+00,1.734166561328611689e+00,2.721928094887362537e+00,5.773990659430336958e-01,1.000000000000000000e+00
