6.000000000000000000e+00,2.483223764969038905e-01,7.425528253798853839e+00,2.172941640942350983e+00,2.304839976687783398e+00,2.251629167387822594e+00,6.475009557098398982e-01,0.000000000000000000e+00
1.600000000000000000e+01,3.144896000864970120e-01,7.499737705269839694e+01,7.892905096298499235e-01,9.807663183581758481e-01,3.500000000000000000e+00,3.304406411010603062e-01,0.000000000000000000e+00
7.000000000000000000e+00,6.720756644329167750e-01,4.414973347970818196e+00,2.540953738352840663e+00,2.191296578468779455e+00,2.807354922057604618e+00,6.504272859024584630e-01,0.000000000000000000e+00
1.100000000000000000e+01,9.086580836654287729e-01,1.128794802563475663e+01,2.200208033858862322e+00,2.124297763176264286e+00,2.845350936622437210e+00,6.301668197629457513e-01,1.000000000000000000e+00
1.300000000000000000e+01,3.144896000864970120e-01,8.973593906276575183e+01,8.695187590536604949e-01,1.221648217251626756e+00,3.180832987205441054e+00,3.707367211516359173e-01,0.000000000000000000e+00
1.100000000000000000e+01,9.520470258237280492e-02,5.621436742693369837e+01,1.322892100789164305e+00,1.538977498529287891e+00,2.732158891364570241e+00,4.867489004111404949e-01,1.000000000000000000e+00
1.000000000000000000e+01,9.520470258237280492e-02,4.730696484088944231e+01,1.256270461960600882e+00,1.791505790458214786e+00,2.646439344671016158e+00,4.915578352691725161e-01,0.000000000000000000e+00
1.300000000000000000e+01,3.144896000864970120e-01,6.668598970295066408e+01,1.279629543699541516e+00,1.209219773903547512e+00,3.238901256602630951e+00,4.185105016605781270e-01,0.000000000000000000e+00
3.200000000000000000e+01,9.520470258237280492e-02,1.490294319056934285e+02,8.971567335393163534e-01,1.977456289276280810e+00,3.637198735173849506e+00,3.331069277573008858e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.032550046061299895e-03,0.000000000000000000e+00,5.184048436005597615e+00,4.436309413520728384e+00,2.000000000000000000e+00,8.870735670625922165e-01,0.000000000000000000e+00
7.000000000000000000e+00,6.720756644329167750e-01,1.339290406460655625e+01,2.077112929459092872e+00,1.947640696957635198e+00,2.807354922057604618e+00,5.884035927237893926e-01,1.000000000000000000e+00
1.000000000000000000e+01,6.720756644329167750e-01,0.000000000000000000e+00,2.691364711826706113e+00,2.169496215384960625e+00,2.646439344671015714e+00,6.429672173876419539e-01,1.000000000000000000e+00
6.000000000000000000e+00,1.833441574661537066e-01,2.021189299069938272e+00,3.355133931209672848e+00,2.584163698134129827e+00,2.251629167387822594e+00,7.402445468265053119e-01,0.000000000000000000e+00
6.000000000000000000e+00,2.032550046061299895e-03,2.025305865264770411e+00,6.043718219999287378e+00,5.976777912570945261e+00,1.918295834054489113e+00,9.727742267603332049e-01,0.000000000000000000e+00
5.000000000000000000e+00,5.240368403304670464e-01,5.313900950669500745e+00,2.210744918412403948e+00,2.391832882870532639e+00,1.921928094887362493e+00,6.546250791121959178e-01,0.000000000000000000e+00
9.000000000000000000e+00,9.086580836654287729e-01,5.133756001342447917e+00,1.953635481889302916e+00,1.544782261288862646e+00,3.169925001442312151e+00,5.093637573024893950e-01,1.000000000000000000e+00
1.400000000000000000e+01,3.144896000864970120e-01,6.576215986778777278e+01,1.226599699300627622e+00,1.321818166284551621e+00,3.378783493486176681e+00,4.256462642411895092e-01,0.000000000000000000e+00
1.000000000000000000e+01,9.520470258237280492e-02,5.540442745476641306e+01,1.223585346610719826e+00,1.397065089160679507e+00,2.921928094887362271e+00,4.577168324937133104e-01,0.000000000000000000e+00
1.000000000000000000e+01,2.483223764969038905e-01,2.100949894544181973e+01,2.192627149179789292e+00,1.901042130622385251e+00,2.521928094887362359e+00,5.435539815018255450e-01,1.000000000000000000e+00
6.000000000000000000e+00,1.337675001741309988e-01,5.037394621946488016e+00,2.542481296295802995e+00,2.611195227389460971e+00,1.918295834054489557e+00,7.015364708510263281e-01,0.000000000000000000e+00
1.300000000000000000e+01,9.520470258237280492e-02,6.989490900418958574e+01,1.119872867458172605e+00,1.453903908409669654e+00,2.931208948910323020e+00,4.428425542468443776e-01,0.000000000000000000e+00
1.500000000000000000e+01,3.144896000864970120e-01,7.896627658539148342e+01,1.171306492441163138e+00,1.256904105801220028e+00,3.373557262275185042e+00,3.987861664738188150e-01,0.000000000000000000e+00
1.400000000000000000e+01,9.520470258237280492e-02,6.911941075629077602e+01,1.179037191709287669e+00,1.388616582826731616e+00,2.950212064914747856e+00,4.476284710663078759e-01,0.000000000000000000e+00
5.000000000000000000e+00,2.483223764969038905e-01,1.678450559195768932e+01,1.852635955930100886e+00,1.976999530878261302e+00,2.321928094887362182e+00,5.811891364748980049e-01,0.000000000000000000e+00
1.200000000000000000e+01,3.144896000864970120e-01,4.503113553939709135e+01,1.175091779572644324e+00,1.234958314521227951e+00,3.418295834054489113e+00,4.176643506693148988e-01,0.000000000000000000e+00
1.100000000000000000e+01,9.520470258237280492e-02,6.348228054912249263e+01,1.187539962872896870e+00,1.401493158912303416e+00,3.027169118440619755e+00,4.425952902030274028e-01,0.000000000000000000e+00
2.200000000000000000e+01,3.144896000864970120e-01,8.616531466326972577e+01,8.307160161745038573e-01,9.288192339105163509e-01,3.447401504705914999e+00,3.365912661871151013e-01,0.000000000000000000e+00
1.000000000000000000e+01,9.520470258237280492e-02,3.625927397515332729e+01,1.356252351608254081e+00,1.692404917258665931e+00,2.721928094887362093e+00,5.096765783826737728e-01,0.000000000000000000e+00
1.100000000000000000e+01,9.086580836654287729e-01,8.034346695397866611e+00,1.851547390637654500e+00,1.464728067556227975e+00,3.277613436819116544e+00,4.905558148486732772e-01,1.000000000000000000e+00
1.400000000000000000e+01,3.144896000864970120e-01,6.562943433585144248e+01,9.059429914194240263e-01,1.151941444623832744e+00,3.235926350629032999e+00,3.743209564374747056e-01,0.000000000000000000e+00
8.000000000000000000e+00,5.240368403304670464e-01,1.473618841716213801e+01,2.222128156700643231e+00,1.921575565621894466e+00,2.405639062229566250e+00,6.011083046569984933e-01,0.000000000000000000e+00
