6.000000000000000000e+00,2.483223764969038905e-01,7.425528253798853839e+00,2.172941640942350983e+00,2.304839976687783398e+00,2.251629167387822594e+00,6.475009557098398982e-01,0.000000000000000000e+00
6.000000000000000000e+00,2.483223764969038905e-01,1.943942167699229273e+01,2.199601371611172862e+00,2.246252696060026199e+00,2.251629167387822594e+00,6.292132399091767692e-01,0.000000000000000000e+00
1.100000000000000000e+01,3.144896000864970120e-01,5.681209928996619851e+01,9.898625988086775518e-01,1.300415350047613217e+00,3.095795255000934443e+00,4.068810339756658845e-01,0.000000000000000000e+00
6.000000000000000000e+00,1.337675001741309988e-01,2.045322978786657586e+00,2.532028561586125104e+00,2.426222774545192973e+00,2.251629167387823038e+00,6.785582084651469170e-01,0.000000000000000000e+00
1.900000000000000000e+01,9.520470258237280492e-02,5.618852058547725647e+01,1.201823232436663114e+00,1.593628603198694371e+00,3.471354487013930346e+00,4.218272415291963728e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.779508911878349892e-02,2.324282455297692618e+00,3.130999843707896968e+00,3.102053162517760754e+00,9.182958340544895570e-01,7.579874302657969576e-01,0.000000000000000000e+00
1.600000000000000000e+01,3.144896000864970120e-01,7.499737705269839694e+01,7.892905096298499235e-01,9.807663183581758481e-01,3.500000000000000000e+00,3.304406411010603062e-01,0.000000000000000000e+00
1.300000000000000000e+01,3.144896000864970120e-01,6.181126564935669876e+01,8.183436943681263731e-01,9.984712169232278223e-01,3.546593564294938439e+00,3.438439190755600006e-01,0.000000000000000000e+00
1.000000000000000000e+01,5.855473999793239237e-01,0.000000000000000000e+00,2.888621641441682097e+00,2.423454862828426037e+00,2.646439344671015714e+00,7.044924506661589536e-01,1.000000000000000000e+00
9.000000000000000000e+00,2.646157161186690754e-01,3.253594705964374612e+01,1.444458152729335643e+00,1.547874142652106322e+00,2.947702779220089830e+00,4.905013254686207969e-01,0.000000000000000000e+00
9.000000000000000000e+00,3.144896000864970120e-01,5.176456899527195787e+01,1.227784553676589896e+00,1.371973013430381805e+00,3.169925001442312151e+00,4.349944049506270782e-01,0.000000000000000000e+00
1.600000000000000000e+01,2.646157161186690754e-01,3.901859636726965874e+01,1.549126898180578804e+00,1.395490255032779237e+00,2.852217001462482582e+00,4.738919515970462792e-01,1.000000000000000000e+00
7.000000000000000000e+00,6.720756644329167750e-01,4.414973347970818196e+00,2.540953738352840663e+00,2.191296578468779455e+00,2.807354922057604618e+00,6.504272859024584630e-01,0.000000000000000000e+00
1.000000000000000000e+01,9.520470258237280492e-02,2.965826536142555980e+01,1.419446669866090582e+00,1.508305520662671650e+00,2.921928094887362271e+00,4.795376331005162807e-01,0.000000000000000000e+00
1.600000000000000000e+01,9.520470258237280492e-02,4.321494390635807292e+01,1.411301284647874077e+00,1.584695939822455824e+00,2.577819531114783125e+00,5.084998278571013497e-01,1.000000000000000000e+00
6.000000000000000000e+00,5.240368403304670464e-01,2.000000000000000000e+00,2.535943064069178909e+00,2.113076791498722962e+00,2.584962500721156076e+00,6.462929274865427676e-01,0.000000000000000000e+00
1.000000000000000000e+01,6.720756644329167750e-01,5.853672664290540339e+00,2.920250406332695725e+00,1.847164759362360797e+00,2.646439344671015714e+00,5.884840573368388394e-01,1.000000000000000000e+00
1.300000000000000000e+01,3.144896000864970120e-01,6.165175752750735683e+01,1.188978377983549439e+00,1.251511256937760219e+00,3.238901256602630951e+00,4.281752006956771051e-01,0.000000000000000000e+00
